_id,Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits,Citation Numbers,POC Dates,All Visit Dates,Inspection Visit Dates,Inspect TypeA,Inspect TypeB,Other Visit Dates,Other TypeA,Other TypeB,Complaint Type A,Complaint Type B,Total Allegations,Inconclusive Allegations,Substantiated Allegations,Unsubstantiated Allegations,Unfounded Allegations,Latitude,Longitude
5edfda4348e5dd0bc85a87ae,RESIDENTIAL CARE ELDERLY,445202356,MONTECITO MANOR,"S. SCAGLIOTTI"","" INC. DBA MONTECITO MANOR",JOLENE SICLEY,(831) 724-3055,311 MONTECITO AVE.,WATSONVILLE,CA,95076,SANTA CRUZ,26,85,LICENSED,1/31/2013,false,2/21/2020,3,8,3,14,"87211(a)"","" 1569.683"","" 87705(I)(8)"","" 87705(c)(5)"","" 87465(h)(6)"","" 87467(a)(3)","09/11/2019"","" 09/04/2019"","" 02/05/2018"","" 02/12/2018"","" 02/05/2018"","" 02/12/2018","02/21/2020"","" 01/28/2020"","" 08/28/2019"","" 08/28/2019"","" 08/28/2019"","" 08/28/2019"","" 08/28/2019"","" 08/16/2019"","" 07/05/2019"","" 01/14/2019"","" 01/14/2019"","" 01/29/2018"","" 07/03/2017"","" 12/02/2016","01/28/2020"","" 01/14/2019"","" 01/29/2018",false,4,"02/21/2020"","" 08/16/2019"","" 07/03/2017",false,false,false,2,27,true,3,10,13,36.924327,-121.757264
5edfda4348e5dd0bc85a87af,RESIDENTIAL CARE ELDERLY,79200888,MONTECITO OAKMONT SENIOR LIVING,"OAKMONT OF MONTECITO"","" OPCO LLC; OMG II"","" INC.",MARK MACLAINE,(925) 692-5838,4576 CLAYTON ROAD,CONCORD,CA,94521,CONTRA COSTA,15,230,LICENSED,11/20/2019,false,1/3/2020,false,false,3,3,false,false,"01/03/2020"","" 11/15/2019"","" 10/09/2019",false,false,false,"01/03/2020"","" 11/15/2019"","" 10/09/2019",false,false,false,false,false,false,false,false,false,37.962416,-121.986565
5edfda4348e5dd0bc85a87b0,RESIDENTIAL CARE ELDERLY,374604083,"MONTERA"","" THE",MONTERA MSL LLC;MSL COMMUNITY MANAGEMENT LLC,JUDITH PIERFAX,(619) 832-2599,5740 LAKE MURRAY BLVD,LA MESA,CA,91942,SAN DIEGO,8,225,LICENSED,1/24/2019,false,2/25/2020,true,6,9,16,"87411"","" 87507a","04/30/2020"","" 09/16/2019","02/25/2020"","" 02/25/2020"","" 02/25/2020"","" 02/13/2020"","" 01/24/2020"","" 01/24/2020"","" 10/19/2019"","" 09/20/2019"","" 08/14/2019"","" 08/14/2019"","" 08/14/2019"","" 07/16/2019"","" 06/25/2019"","" 04/20/2019"","" 12/17/2018"","" 10/30/2018",1/24/2020,false,false,"02/13/2020"","" 01/24/2020"","" 10/19/2019"","" 09/20/2019"","" 08/14/2019"","" 07/16/2019"","" 04/20/2019"","" 12/17/2018"","" 10/30/2018",false,false,false,2,7,false,2,2,3,32.784411,-117.028945
5edfda4348e5dd0bc85a87b1,RESIDENTIAL CARE ELDERLY,374601400,"MONTEREY TRELLIS"","" CORP."","" THE","MONTEREY TRELLIS CORPORATION"","" THE","HISERT"","" TIFFANY M",(619) 697-4656,8914 TROY STREET,SPRING VALLEY,CA,91977,SAN DIEGO,8,49,LICENSED,8/29/2006,false,4/16/2020,3,16,21,40,"87411(a)"","" 87309(a)"","" 87303(e)(2)"","" 87303(e)(2)"","" 87629(b)2"","" 87465(a)7"","" 87463(a)(c)"","" 87468.1(a)(8)"","" 87468.1(a)(9)"","" 87555(7)"","" 87465(h)(2)"","" 87468(a)(14) "","" 87466"","" 87303(a)"","" 87705(f)(2)"","" 87411(c)1"","" 87705(c)5"","" 87307(a)(3)(c)"","" 87468.1(a)(3)"","" 87705(k)(3)"","" 87307(a)(3)(b)"","" 87303(a)"","" 87303(a)(3)(c)"","" 87468(a)(1)","11/27/2019"","" 09/06/2019"","" 09/06/2019"","" 10/18/2018"","" 06/08/2017"","" 06/08/2017"","" 11/27/2019"","" 08/17/2019"","" 08/17/2019"","" 05/13/2019"","" 02/02/2018"","" 07/12/2016"","" 10/21/2015"","" 04/14/2017"","" 03/14/2017"","" 03/17/2017"","" 09/13/2019"","" 08/31/2019"","" 11/01/2018"","" 10/19/2018"","" 10/27/2018"","" 10/27/2018"","" 10/22/2018"","" 06/02/2015","02/20/2020"","" 11/20/2019"","" 11/08/2019"","" 10/15/2019"","" 08/29/2019"","" 08/22/2019"","" 08/21/2019"","" 08/16/2019"","" 08/16/2019"","" 06/20/2019"","" 05/30/2019"","" 05/20/2019"","" 05/09/2019"","" 05/09/2019"","" 12/12/2018"","" 11/29/2018"","" 11/21/2018"","" 10/29/2018"","" 10/29/2018"","" 10/18/2018"","" 10/18/2018"","" 10/17/2018"","" 10/01/2018"","" 09/20/2018"","" 08/24/2018"","" 07/25/2018"","" 05/23/2018"","" 01/30/2018"","" 01/30/2018"","" 01/30/2018"","" 06/09/2017"","" 03/14/2017"","" 06/30/2016"","" 04/07/2016"","" 01/06/2016"","" 10/20/2015"","" 10/20/2015"","" 10/06/2015"","" 06/02/2015"","" 06/02/2015","08/29/2019"","" 10/17/2018"","" 03/14/2017",false,3,"02/20/2020"","" 10/15/2019"","" 08/22/2019"","" 06/20/2019"","" 05/30/2019"","" 05/20/2019"","" 12/12/2018"","" 11/29/2018"","" 11/21/2018"","" 10/29/2018"","" 10/29/2018"","" 10/18/2018"","" 10/18/2018"","" 09/20/2018"","" 08/24/2018"","" 07/25/2018"","" 05/23/2018"","" 06/09/2017"","" 04/07/2016"","" 06/02/2015"","" 06/02/2015",5,8,true,7,30,5,9,12,4,32.737306,-117.007897
5edfda4348e5dd0bc85a87b2,RESIDENTIAL CARE ELDERLY,75600577,MORAGA ROYALE,"BERG SENIOR SERVICES"","" LLC.","WILSON"","" DIANNE",(925) 376-8900,1600 CANYON ROAD,MORAGA,CA,94556,CONTRA COSTA,15,120,LICENSED,6/4/2002,false,6/27/2019,3,false,false,3,"87705(f)(2)"","" 87705(c)(5)"","" 87555(b)(28)"","" 87618(b)(3)(B)","06/28/2019"","" 07/26/2019"","" 07/26/2019"","" 07/12/2019","06/27/2019"","" 04/06/2018"","" 04/20/2016","06/27/2019"","" 04/06/2018"","" 04/20/2016",false,false,false,true,3,false,false,false,false,false,false,false,37.832849,-122.129595
5edfda4348e5dd0bc85a87b3,RESIDENTIAL CARE ELDERLY,191290719,MOTHER GERTRUDE HOME,FRANCISCAN MISSIONARY SISTERS OF THE I.C.,SR. ELIA CARO,(818) 898-1546,11320 LAUREL CANYON BLVD,SAN FERNANDO,CA,91340,LOS ANGELES,31,97,LICENSED,2/28/1993,false,2/27/2020,3,2,false,5,87463(c),6/6/2017,"02/27/2020"","" 06/17/2019"","" 02/11/2019"","" 05/30/2017"","" 05/09/2017","02/27/2020"","" 02/11/2019"","" 05/30/2017",false,true,false,false,false,false,false,3,false,false,3,false,34.275729,-118.449924
5edfda4348e5dd0bc85a87b4,RESIDENTIAL CARE ELDERLY,191201966,MOTION PICTURE & TELEVISION FUND,"MOTION PICTURE AND TELEVISION FUND"","" INC.",LORENA SORIA,(818) 876-1208,23388 MULHOLLAND DRIVE,WOODLAND HILLS,CA,91364,LOS ANGELES,29,241,LICENSED,9/5/1993,false,3/2/2020,2,32,13,47,"87303(a)"","" 87303(a)"","" 87465(a)(5)"","" 87355(e)(1)"","" 87555(a)"","" 87465(h)(6)"","" 87705(b)"","" 87208(a)"","" 87608(a)(3)"","" 87705(c)(5)"","" 87633(a)(4)"","" 87411(f)"","" 87463(c)"","" 87465(b)"","" 87412(c)(2)(D)"","" 87463(c)"","" 1569.657"","" 87412(a) "","" 87507 (g)","10/17/2019"","" 07/19/2019"","" 07/17/2019"","" 06/28/2017"","" 03/04/2020"","" 11/12/2018"","" 07/07/2017"","" 07/07/2017"","" 08/05/2019"","" 08/05/2019"","" 08/05/2019"","" 08/05/2019"","" 08/05/2019"","" 08/05/2019"","" 08/05/2019"","" 04/26/2019"","" 08/31/2017"","" 07/07/2017"","" 10/09/2015","01/31/2020"","" 12/10/2019"","" 11/18/2019"","" 10/15/2019"","" 10/01/2019"","" 10/01/2019"","" 10/01/2019"","" 09/26/2019"","" 09/19/2019"","" 09/19/2019"","" 09/19/2019"","" 09/12/2019"","" 09/12/2019"","" 09/05/2019"","" 08/19/2019"","" 08/19/2019"","" 07/25/2019"","" 07/25/2019"","" 07/15/2019"","" 07/15/2019"","" 06/27/2019"","" 06/14/2019"","" 06/14/2019"","" 04/16/2019"","" 04/16/2019"","" 04/16/2019"","" 02/14/2019"","" 11/16/2018"","" 11/02/2018"","" 11/02/2018"","" 09/25/2018"","" 09/24/2018"","" 09/21/2018"","" 09/21/2018"","" 08/24/2018"","" 02/27/2018"","" 08/27/2017"","" 08/04/2017"","" 07/20/2017"","" 07/11/2017"","" 06/28/2017"","" 06/27/2017"","" 06/27/2017"","" 09/08/2016"","" 10/02/2015"","" 10/02/2015"","" 10/02/2015","06/27/2017"","" 07/15/2019",false,2,"09/26/2019"","" 09/19/2019"","" 08/19/2019"","" 07/25/2019"","" 04/16/2019"","" 11/16/2018"","" 09/25/2018"","" 09/21/2018"","" 08/27/2017"","" 07/11/2017"","" 06/28/2017"","" 06/27/2017"","" 10/02/2015",2,11,2,true,56,6,4,37,9,34.15633,-118.63489
5edfda4348e5dd0bc85a87b5,RESIDENTIAL CARE ELDERLY,347005580,MOUNTAIN MANOR SENIOR RESIDENCE,"GRANDCARE"","" INC.",JAMES JORDAN,(415) 250-2721,6101 FAIR OAKS BLVD,FAIR OAKS,CA,95608,SACRAMENTO,27,33,LICENSED,8/13/2015,false,3/16/2020,5,5,8,18,"87355(e)(2)"","" 87202(a)(1)"","" 87455(b)(7)"","" 87615(a)(6)"","" 87309(a) "","" 87411(a)"","" 87412(11)(a)"","" 87411"","" 87411(c)(1)","10/28/2017"","" 06/08/2019"","" 10/18/2017"","" 10/18/2017"","" 10/12/2016"","" 10/14/2016"","" 11/17/2017"","" 11/10/2017"","" 10/05/2016","03/16/2020"","" 08/12/2019"","" 07/18/2019"","" 07/17/2019"","" 06/19/2019"","" 06/07/2019"","" 06/05/2019"","" 12/31/2018"","" 03/02/2018"","" 11/30/2017"","" 11/07/2017"","" 11/07/2017"","" 10/27/2017"","" 10/17/2017"","" 10/10/2016"","" 09/21/2016"","" 08/18/2016"","" 08/13/2015","08/12/2019"","" 12/31/2018"","" 10/27/2017"","" 09/21/2016"","" 08/13/2015",true,3,"03/16/2020"","" 07/18/2019"","" 07/17/2019"","" 06/07/2019"","" 11/07/2017"","" 10/17/2017"","" 10/10/2016"","" 08/18/2016",5,false,false,false,14,false,false,false,14,38.612077,-121.329284
5edfda4348e5dd0bc85a87b6,RESIDENTIAL CARE ELDERLY,236803448,MOUNTAIN VIEW ASSISTED LIVING,FC RANGER OPS MOUNTAIN VIEW (CA); MV SENIOR LIVING,"EDWARDS"","" SUSAN",(707) 462-6212,1343 S DORA ST,UKIAH,CA,95482,MENDOCINO,21,64,LICENSED,6/27/2013,false,12/18/2019,3,14,25,42,"87303(i)(1)(2)"","" 87303(a)"","" 87203"","" 87468(a)(11)"","" 87465(a)(5)"","" 87465(f)"","" 87468(a)"","" 87705(b)(2)"","" 87465(a)(5)"","" 87705(b)(2)"","" 87705(b)(2)"","" 87468(a)(1)"","" 87705(1)"","" 87705(b)(2)"","" 87468(a)(1)"","" 87468(a)(1) "","" 87468(a)  "","" 87355(e)(1)"","" 87465(h)(2)"","" 87468(a)(2)"","" 87411"","" 87506(a)"","" 87618(a)"","" 87101(c)(3)"","" 87211(b)","11/17/2018"","" 09/29/2017"","" 09/01/2017"","" 07/01/2016"","" 12/19/2019"","" 05/17/2019"","" 09/07/2018"","" 07/26/2018"","" 07/26/2018"","" 11/16/2017"","" 07/21/2017"","" 07/21/2017"","" 06/10/2017"","" 03/19/2017"","" 10/31/2016"","" 10/08/2016"","" 05/28/2016"","" 05/19/2016"","" 05/04/2018"","" 09/01/2017"","" 08/10/2017"","" 07/08/2016"","" 04/30/2018"","" 08/22/2017"","" 06/19/2017","12/18/2019"","" 10/01/2019"","" 09/12/2019"","" 05/16/2019"","" 11/16/2018"","" 11/16/2018"","" 08/29/2018"","" 08/01/2018"","" 07/25/2018"","" 07/13/2018"","" 05/30/2018"","" 05/30/2018"","" 05/25/2018"","" 05/14/2018"","" 04/27/2018"","" 04/27/2018"","" 04/27/2018"","" 03/28/2018"","" 02/22/2018"","" 01/25/2018"","" 11/15/2017"","" 09/15/2017"","" 09/15/2017"","" 09/15/2017"","" 08/25/2017"","" 08/15/2017"","" 07/27/2017"","" 07/14/2017"","" 07/14/2017"","" 07/11/2017"","" 06/19/2017"","" 06/09/2017"","" 03/16/2017"","" 03/09/2017"","" 11/23/2016"","" 10/20/2016"","" 10/07/2016"","" 06/30/2016"","" 06/30/2016"","" 06/30/2016"","" 05/26/2016"","" 07/15/2015","05/16/2019"","" 01/25/2018"","" 06/30/2016",false,false,"12/18/2019"","" 09/12/2019"","" 11/16/2018"","" 08/29/2018"","" 08/01/2018"","" 07/25/2018"","" 07/13/2018"","" 05/30/2018"","" 05/25/2018"","" 05/14/2018"","" 04/27/2018"","" 03/28/2018"","" 02/22/2018"","" 11/15/2017"","" 08/15/2017"","" 07/14/2017"","" 07/11/2017"","" 06/19/2017"","" 06/09/2017"","" 03/16/2017"","" 03/09/2017"","" 11/23/2016"","" 10/20/2016"","" 10/07/2016"","" 05/26/2016",14,3,4,4,25,3,8,10,4,39.130235,-123.2073
5edfda4348e5dd0bc85a87b7,RESIDENTIAL CARE ELDERLY,197801605,MOUNTAIN VIEW CENTER,MOUNTAIN VIEW CENTERS,LAURA HERNANDEZ,(909) 626-6633,715 WEST BASELINE ROAD,CLAREMONT,CA,91711,LOS ANGELES,28,40,LICENSED,8/29/1997,false,1/30/2020,false,12,10,22,"87705(f)(2)"","" 87705(f)(2)"","" 87555(b)(25)"","" 87618(b)(3)"","" 87465(h)(4)"","" 87465(c)(2) "","" 87405(a)"","" 87465(c)(2) "","" 87411(a)"","" 87411(a)"","" 87208(a)(5) "","" 87307(d)(2) "","" 87625(b)	(3)"","" 87303(c)"","" 87507(a)"","" 87411(c)(1)"","" 87307(a)(3)(D)"","" 87307(a)(3)(C) "","" 87468(a)(14) "","" 87303(a) "","" 87506(a)"","" 87307(a)(3)(B)"","" 87705(c)(5)"","" 87555(b)(9)"","" 87465(a)(9) "","" 87303(a) "","" 87411(f)"","" 87705(l)(8)"","" 87411(c)"","" 87211(b)"","" 87705(j) "","" 87303(i)(1) ","09/16/2016"","" 09/16/2016"","" 09/16/2016"","" 09/16/2016"","" 09/17/2016"","" 09/17/2016"","" 09/17/2016"","" 09/17/2016"","" 02/10/2020"","" 02/10/2020"","" 04/14/2017"","" 04/14/2017"","" 03/09/2017"","" 10/07/2016"","" 09/30/2016"","" 09/30/2016"","" 09/29/2016"","" 09/29/2016"","" 09/29/2016"","" 10/07/2016"","" 09/30/2016"","" 09/23/2016"","" 10/07/2016"","" 09/23/2016"","" 09/30/2016"","" 10/07/2016"","" 09/30/2016"","" 09/23/2016"","" 09/30/2016"","" 09/30/2016"","" 09/17/2016"","" 09/23/2016","01/30/2020"","" 01/30/2020"","" 01/30/2020"","" 01/11/2020"","" 01/09/2019"","" 01/10/2018"","" 04/14/2017"","" 04/14/2017"","" 04/14/2017"","" 03/30/2017"","" 03/02/2017"","" 03/02/2017"","" 09/22/2016"","" 09/16/2016"","" 09/15/2016"","" 06/30/2016"","" 06/14/2016"","" 12/03/2015"","" 12/03/2015"","" 10/27/2015"","" 10/15/2015"","" 06/17/2015",false,4,false,"01/10/2018"","" 04/14/2017"","" 03/02/2017"","" 09/22/2016"","" 09/16/2016"","" 09/15/2016"","" 06/14/2016"","" 10/27/2015"","" 10/15/2015"","" 06/17/2015",4,21,false,3,29,11,4,13,true,34.121894,-117.727241
5edfda4348e5dd0bc85a87b8,RESIDENTIAL CARE ELDERLY,565801019,MOUNTAIN VISTA MANOR,CALIFORNIA RETIREMENT HOMES INC,NICKIE PEREZ,(805) 646-6850,602 EAST OAK STREET,OJAI,CA,93023,VENTURA,29,38,LICENSED,2/3/2004,false,5/20/2020,3,2,2,7,"87465(a)(5)"","" 87412(c)2"","" 87303(a)"","" 1569.69(b)","02/08/2019"","" 01/31/2018"","" 01/31/2018"","" 02/18/2019","05/20/2020"","" 01/29/2020"","" 10/02/2019"","" 02/07/2019"","" 05/30/2018"","" 01/20/2018"","" 08/18/2016","01/29/2020"","" 02/07/2019"","" 01/20/2018",false,2,"05/30/2018"","" 10/02/2019",true,true,false,false,3,true,false,2,false,34.451732,-119.240199
5edfda4348e5dd0bc85a87b9,RESIDENTIAL CARE ELDERLY,197609594,MOUNTVIEW SENIOR LIVING,EC OPCO CA PARTNER IV LLC; ECLIPSE PORT OPS LLC,SIRANUSH REVAZYAN,(818) 248-6737,2640 HONOLULU AVE,MONTROSE,CA,91020,LOS ANGELES,31,131,LICENSED,2/27/2019,false,1/30/2020,true,3,4,8,"87224(a)"","" 87405(d)(1-7)"","" 87468.1"","" 87468.1"","" 87555(b)(8)"","" 87555(b)(17)"","" 87555(b)(18)"","" 87555(c)"","" 87555(b)(7)","01/30/2020"","" 01/30/2020"","" 01/30/2020"","" 01/30/2020"","" 11/30/2019"","" 11/30/2019"","" 11/30/2019"","" 11/30/2019"","" 11/30/2019","02/25/2020"","" 01/30/2020"","" 01/09/2020"","" 11/17/2019"","" 08/20/2019"","" 02/25/2019"","" 12/31/2018"","" 12/18/2018",2/25/2020,false,false,"01/09/2020"","" 02/25/2019"","" 12/31/2018"","" 12/18/2018",false,false,false,9,4,false,3,true,false,34.208943,-118.236791
5edfda4348e5dd0bc85a87ba,RESIDENTIAL CARE ELDERLY,197606175,MUGUNGWHA SILVER TOWN,"S.M. HEALTHCARE"","" INC.",ESTHER HONG,(323) 373-1980,1423 S. MANHATTAN PLACE,LOS ANGELES,CA,90019,LOS ANGELES,28,56,LICENSED,6/23/2005,false,7/11/2019,3,2,3,8,"87303(e)(2)"","" 87456(a)(2)"","" 1569.625(b)(2)"","" 87458(a)"","" 87307(d)(6)"","" 1503.2"","" 87303(i)(1)"","" 87506(b)(8)"","" 87412(a)(11)"","" 87506(a) "","" 87506(e)"","" 87405(d)(3) "","" 87211(a)(1)(D) ","03/10/2018"","" 07/25/2019"","" 08/08/2019"","" 07/25/2019"","" 03/16/2018"","" 03/16/2018"","" 04/06/2018"","" 03/23/2018"","" 03/23/2018"","" 07/28/2016"","" 07/21/2016"","" 07/21/2016"","" 11/16/2015","07/11/2019"","" 03/09/2018"","" 07/25/2017"","" 07/21/2016"","" 07/21/2016"","" 11/09/2015"","" 11/09/2015"","" 08/13/2015","07/11/2019"","" 03/09/2018"","" 08/13/2015",false,false,"07/21/2016"","" 07/21/2016"","" 11/09/2015",true,12,false,false,2,true,false,true,false,34.04563,-118.31036
5edfda4348e5dd0bc85a87bb,RESIDENTIAL CARE ELDERLY,496830756,MUIRWOODS MEMORY CARE,MUIRWOODS MSL LLC; MSL COMMUNITY MANAGEMENT LLC,"GRALUND"","" JAMIE E",(707) 775-4330,750 NORTH MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,21,80,LICENSED,5/25/2018,false,6/10/2019,true,4,15,20,"87411(a)"","" 87303(a)"","" 87217(b)","12/03/2018"","" 09/03/2018"","" 09/03/2018","08/20/2019"","" 06/10/2019"","" 04/11/2019"","" 03/14/2019"","" 02/19/2019"","" 01/17/2019"","" 01/11/2019"","" 12/18/2018"","" 11/19/2018"","" 11/19/2018"","" 10/01/2018"","" 10/01/2018"","" 09/05/2018"","" 08/20/2018"","" 08/20/2018"","" 06/22/2018"","" 06/14/2018"","" 06/07/2018"","" 05/11/2018"","" 05/10/2018",6/10/2019,false,false,"08/20/2019"","" 04/11/2019"","" 03/14/2019"","" 02/19/2019"","" 01/17/2019"","" 01/11/2019"","" 12/18/2018"","" 11/19/2018"","" 10/01/2018"","" 09/05/2018"","" 06/22/2018"","" 06/14/2018"","" 06/07/2018"","" 05/11/2018"","" 05/10/2018",false,false,false,3,7,false,3,4,false,38.261164,-122.64612
5edfda4348e5dd0bc85a87bc,RESIDENTIAL CARE ELDERLY,331880802,MURRIETA GARDENS,"MURRIETA GARDENS I"",""LLC;A AND A SENIOR LVNG MGMT LL",JACKIE PENN,(951) 600-7676,24200 MONROE AVE,MURRIETA,CA,92562,RIVERSIDE,18,72,LICENSED,12/19/2019,false,1/27/2020,false,false,2,2,false,false,"10/16/2019"","" 11/15/2019",false,false,false,"10/16/2019"","" 11/15/2019",false,false,false,false,false,false,false,false,false,33.575355,-117.211134
5edfda4348e5dd0bc85a87bd,RESIDENTIAL CARE ELDERLY,496803340,NAZARETH AGUA CALIENTE VILLA,"NAZARETH AGUA CALIENTE VILLA"","" INC.","RAJU"","" GERICK",(707) 996-6100,17250 VAILETTI,SONOMA,CA,95476,SONOMA,21,45,LICENSED,7/7/2011,false,2/7/2020,true,8,13,22,"87203"","" 87203"","" 87355(e)(1)"","" 87705(f)(2)"","" 87705(f)(1)"","" 87555(b)(27)"","" 87705(f)(1)"","" 87303(a)"","" 87468(a)(11)"","" 87224(b)"","" 87303(e)(2)"","" 87411(c)(1)"","" 87463(c)"","" 87307(a)(3)(C)"","" 1569.626"","" 1569.269(a)(21)"","" 1569.269(a)(14)"","" H&S 1569.618(c)"","" 87411(c)(1)"","" 87705(c)(5)"","" 87705(c)(5)","09/07/2018"","" 05/12/2016"","" 05/12/2016"","" 02/08/2018"","" 02/08/2018"","" 02/08/2018"","" 11/18/2015"","" 05/10/2019"","" 12/10/2018"","" 03/03/2017"","" 09/17/2018"","" 09/17/2018"","" 09/17/2018"","" 05/23/2016"","" 09/20/2019"","" 11/23/2018"","" 11/23/2018"","" 11/25/2015"","" 11/25/2015"","" 11/25/2015"","" 06/30/2015","02/07/2020"","" 09/06/2019"","" 04/29/2019"","" 04/29/2019"","" 03/20/2019"","" 03/20/2019"","" 11/30/2018"","" 11/15/2018"","" 11/15/2018"","" 10/18/2018"","" 09/06/2018"","" 02/07/2018"","" 09/19/2017"","" 09/19/2017"","" 02/16/2017"","" 02/10/2017"","" 02/10/2017"","" 12/23/2016"","" 05/11/2016"","" 11/17/2015"","" 06/18/2015"","" 06/18/2015",9/6/2019,3,4,"02/07/2020"","" 04/29/2019"","" 03/20/2019"","" 11/15/2018"","" 10/18/2018"","" 09/06/2018"","" 02/07/2018"","" 09/19/2017"","" 02/10/2017"","" 05/11/2016"","" 11/17/2015"","" 06/18/2015"","" 06/18/2015",4,7,false,3,8,false,3,3,2,38.321535,-122.492278
5edfda4348e5dd0bc85a87be,RESIDENTIAL CARE ELDERLY,286803597,NAZARETH CLASSIC CARE OF NAPA,"NAZARETH CLASSIC CARE OF NAPA"","" INC.","SIOCO"","" CHIRISSA",(707) 258-8300,2465 REDWOOD ROAD,NAPA,CA,94558,NAPA,21,46,LICENSED,3/2/2016,false,3/3/2020,5,8,10,23,"87465(a)(5)"","" 87705(f)(2)"","" 87303(e)(2)"","" 87705(d)"","" 87355(e)(2)"","" 87411(a)"","" 87303(b)(1)"","" 87303(e)(6)"","" 87211(a)(1)(D)"","" 87463(c)"","" 87468(d)"","" 1569.695(b)","01/04/2019"","" 02/26/2019"","" 09/27/2018"","" 09/27/2018"","" 03/04/2020"","" 02/18/2020"","" 01/31/2018"","" 01/31/2018"","" 10/12/2018"","" 03/17/2020"","" 03/17/2020"","" 03/17/2020","03/03/2020"","" 02/14/2020"","" 01/14/2020"","" 02/25/2019"","" 01/24/2019"","" 01/16/2019"","" 01/03/2019"","" 01/03/2019"","" 12/13/2018"","" 11/08/2018"","" 09/26/2018"","" 03/13/2018"","" 02/22/2018"","" 02/22/2018"","" 01/17/2018"","" 12/28/2017"","" 10/24/2017"","" 09/28/2017"","" 09/28/2017"","" 05/03/2017"","" 08/11/2016"","" 02/29/2016"","" 02/12/2016","03/03/2020"","" 02/25/2019"","" 09/26/2018"","" 12/28/2017"","" 08/11/2016",3,true,"02/14/2020"","" 01/14/2020"","" 01/16/2019"","" 12/13/2018"","" 11/08/2018"","" 03/13/2018"","" 10/24/2017"","" 05/03/2017"","" 02/29/2016"","" 02/12/2016",2,3,true,2,18,false,4,9,5,38.318529,-122.32106
5edfda4348e5dd0bc85a87bf,RESIDENTIAL CARE ELDERLY,372000400,NAZARETH HOUSE,"NAZARETH HOUSE OF SAN DIEGO"","" INC.","PETROSYAN"","" MILENA",(619) 563-0480,6333 RANCHO MISSION ROAD,SAN DIEGO,CA,92108,SAN DIEGO,8,145,LICENSED,2/1/1975,false,1/29/2020,3,true,5,9,"87355(e)(1)"","" 87705(c)(5)"","" 87211(a)(1)(D)"","" 87458(a)","02/02/2018"","" 02/23/2018"","" 08/20/2018"","" 04/22/2033","01/29/2020"","" 10/01/2019"","" 01/22/2019"","" 12/07/2018"","" 08/22/2018"","" 07/20/2018"","" 02/07/2018"","" 02/01/2018"","" 04/22/2016","01/29/2020"","" 01/22/2019"","" 02/01/2018",true,true,"10/01/2019"","" 08/22/2018"","" 07/20/2018"","" 02/07/2018"","" 04/22/2016",false,2,false,false,2,true,false,true,false,32.786383,-117.105635
5edfda4348e5dd0bc85a87c0,RESIDENTIAL CARE ELDERLY,191600500,NAZARETH HOUSE,"SISTERS OF NAZARETH OF LOS ANGELES"","" THE",JODI KANOWITZ,(310) 839-2361,3333 MANNING AVENUE,LOS ANGELES,CA,90064,LOS ANGELES,11,158,LICENSED,5/27/1993,false,1/28/2020,2,6,8,16,"1569.2(c)"","" 87458(b)(1)"","" 87303(a)"","" 87705(c)(5)","08/02/2019"","" 08/02/2019"","" 03/30/2018"","" 10/03/2019","01/28/2020"","" 01/16/2020"","" 01/07/2020"","" 01/03/2020"","" 11/13/2019"","" 11/08/2019"","" 10/08/2019"","" 09/12/2019"","" 07/19/2019"","" 05/17/2019"","" 05/06/2019"","" 04/15/2019"","" 08/28/2018"","" 04/24/2018"","" 03/30/2018"","" 03/27/2018","05/17/2019"","" 03/30/2018",false,false,"01/28/2020"","" 01/16/2020"","" 01/07/2020"","" 01/03/2020"","" 11/13/2019"","" 11/08/2019"","" 10/08/2019"","" 09/12/2019",false,true,true,2,9,false,2,7,false,34.031119,-118.406378
5edfda4348e5dd0bc85a87c1,RESIDENTIAL CARE ELDERLY,100400448,NAZARETH HOUSE,POOR SISTERS OF THE NAZARETH,"O'NEILL"","" ROSEMARY"","" R.N.",(559) 237-2257,2121 NORTH FIRST STREET,FRESNO,CA,93703,FRESNO,24,110,LICENSED,6/6/1975,false,5/23/2019,3,true,8,12,"80078(a)"","" 87211(a)(1)(A)"","" 87211(a)(1)(D) ","01/20/2017"","" 03/14/2018"","" 07/12/2016","06/25/2019"","" 05/23/2019"","" 05/10/2019"","" 04/23/2018"","" 02/28/2018"","" 12/11/2017"","" 04/13/2017"","" 01/19/2017"","" 01/12/2017"","" 08/30/2016"","" 07/05/2016"","" 02/05/2016","05/23/2019"","" 04/13/2017"","" 08/30/2016",false,false,"06/25/2019"","" 04/23/2018"","" 02/28/2018"","" 12/11/2017"","" 01/19/2017"","" 01/12/2017"","" 07/05/2016"","" 02/05/2016",true,2,false,false,true,false,false,false,true,36.769701,-119.772761
